4518.0,polite,
4520.0,polite,
4524.0,polite,
4526.0,polite,
4536.0,polite,
4537.0,polite,
4557.0,polite,
4558.0,polite,
4562.0,polite,
4575.0,polite,
4582.0,polite,
4586.0,polite,
4589.0,polite,
4590.0,polite,
4597.0,polite,
4602.0,polite,
4614.0,polite,
4616.0,polite,
4623.0,polite,
4632.0,rude,blbce
4633.0,polite,
4648.0,polite,
4661.0,polite,
4669.0,polite,
4678.0,polite,
4679.0,polite,
4692.0,polite,
4693.0,polite,
4705.0,polite,
4716.0,polite,
4731.0,polite,
4733.0,polite,
4778.0,polite,
4781.0,polite,
4800.0,polite,
4801.0,polite,
4807.0,polite,
4814.0,polite,
4818.0,polite,
4829.0,polite,
4833.0,polite,
4863.0,polite,
4868.0,polite,
4878.0,polite,
4885.0,polite,
4891.0,polite,
4896.0,polite,
4899.0,polite,
4912.0,polite,
4950.0,polite,
4957.0,polite,
4974.0,polite,
4980.0,polite,
4988.0,polite,
4991.0,polite,
5004.0,veryrude,smrdela
5028.0,polite,
5039.0,polite,
5041.0,polite,
5063.0,polite,
5078.0,polite,
5093.0,polite,
5103.0,polite,
5107.0,polite,
5112.0,polite,
5119.0,polite,
5205.0,polite,
5218.0,polite,
5252.0,polite,
5256.0,polite,
5330.0,polite,
5336.0,polite,
