71.0,polite,
94.0,polite,
198.0,rude,blbečky
200.0,polite,
232.0,polite,
245.0,polite,
261.0,polite,
275.0,polite,
279.0,polite,
302.0,polite,
317.0,polite,
320.0,polite,
347.0,polite,
367.0,polite,
368.0,polite,
427.0,polite,
435.0,polite,
439.0,polite,
448.0,polite,
452.0,polite,
477.0,polite,
479.0,polite,
504.0,polite,
546.0,polite,
564.0,polite,
615.0,polite,
616.0,polite,
619.0,polite,
644.0,polite,
663.0,polite,
666.0,polite,
673.0,polite,
683.0,polite,
684.0,polite,
739.0,polite,
740.0,polite,
749.0,polite,
752.0,polite,
763.0,polite,
801.0,polite,
802.0,polite,
805.0,polite,
811.0,polite,
813.0,polite,
820.0,polite,
849.0,polite,
855.0,polite,
869.0,polite,
884.0,polite,
934.0,polite,
946.0,polite,
959.0,polite,
972.0,polite,
998.0,polite,
1001.0,polite,
1019.0,polite,
1021.0,polite,
1055.0,polite,
1066.0,polite,
1074.0,polite,
1077.0,polite,
1087.0,polite,
1095.0,polite,
1106.0,veryrude,"kurva, prdele"
1144.0,polite,
1171.0,polite,
1173.0,polite,
1209.0,polite,
1233.0,polite,
1238.0,polite,
1239.0,polite,
1258.0,polite,
1261.0,polite,
1263.0,polite,
1267.0,polite,
1283.0,polite,
1285.0,polite,
1302.0,polite,
1305.0,polite,
1362.0,polite,
1376.0,polite,
1388.0,polite,
1403.0,polite,
1425.0,polite,
1456.0,polite,
1487.0,rude,blbej
1497.0,polite,
1498.0,polite,
1512.0,polite,
1530.0,polite,
1574.0,polite,
1580.0,polite,
1598.0,polite,
1648.0,veryrude,smrdět
1651.0,polite,
1675.0,polite,
1696.0,polite,
1701.0,polite,
1720.0,polite,
1723.0,polite,
1729.0,polite,
1735.0,polite,
1750.0,polite,
1751.0,polite,
1752.0,polite,
1760.0,polite,
1775.0,polite,
1781.0,polite,
1791.0,polite,
1801.0,polite,
1844.0,polite,
1856.0,polite,
1859.0,polite,
1871.0,polite,
1872.0,polite,
1876.0,polite,
1890.0,polite,
1891.0,polite,
1897.0,polite,
1902.0,polite,
1903.0,rude,blbci
1904.0,polite,
1909.0,polite,
1910.0,polite,
1913.0,polite,
1918.0,polite,
1932.0,polite,
1956.0,polite,
1962.0,polite,
1967.0,polite,
1986.0,polite,
2002.0,polite,
2026.0,polite,
2027.0,polite,
2029.0,polite,
2047.0,polite,
2052.0,polite,
2059.0,veryrude,smrdělo
2073.0,polite,
2084.0,polite,
2089.0,polite,
2097.0,polite,
2121.0,polite,
2124.0,polite,
2129.0,polite,
2149.0,veryrude,čumák
2184.0,polite,
2186.0,polite,
2194.0,polite,
2201.0,polite,
2206.0,polite,
2220.0,polite,
2225.0,polite,
2226.0,polite,
2227.0,polite,
2233.0,polite,
2251.0,polite,
2257.0,polite,
2281.0,polite,
2287.0,polite,
2291.0,polite,
2294.0,polite,
2296.0,polite,
2304.0,polite,
2312.0,polite,
2324.0,polite,
2331.0,polite,
2334.0,polite,
2342.0,polite,
2352.0,polite,
2353.0,polite,
2409.0,polite,
2416.0,polite,
2429.0,polite,
2444.0,polite,
2460.0,polite,
2486.0,polite,
2566.0,polite,
2570.0,polite,
2574.0,polite,
2588.0,polite,
2589.0,polite,
2598.0,polite,
2621.0,polite,
2645.0,polite,
2647.0,polite,
2648.0,polite,
2669.0,polite,
2672.0,polite,
2677.0,polite,
2685.0,polite,
2686.0,rude,blbí
2699.0,polite,
2709.0,polite,
2713.0,polite,
2721.0,polite,
2739.0,polite,
2743.0,polite,
2746.0,polite,
2767.0,polite,
2788.0,polite,
2809.0,polite,
2812.0,polite,
2828.0,polite,
2862.0,polite,
2866.0,polite,
2879.0,polite,
2889.0,polite,
2893.0,polite,
2896.0,veryrude,smrdíte
2920.0,polite,
2942.0,polite,
2943.0,polite,
2948.0,polite,
2951.0,polite,
2974.0,polite,
2976.0,polite,
2986.0,polite,
2992.0,polite,
3000.0,polite,
3001.0,polite,
3004.0,rude,blbej
3015.0,polite,
3032.0,polite,
3071.0,polite,
3099.0,polite,
3109.0,polite,
3112.0,polite,
3113.0,polite,
3124.0,polite,
3125.0,polite,
3132.0,polite,
3149.0,rude,nasral
3156.0,polite,
3169.0,polite,
3183.0,polite,
3195.0,polite,
3212.0,polite,
3214.0,polite,
3219.0,polite,
3222.0,polite,
3223.0,polite,
3228.0,polite,
3250.0,polite,
3257.0,polite,
3283.0,polite,
3299.0,polite,
3316.0,polite,
3322.0,polite,
3359.0,polite,
3362.0,polite,
3368.0,polite,
3378.0,polite,
3409.0,polite,
3416.0,polite,
3417.0,polite,
3423.0,polite,
3429.0,polite,
3449.0,polite,
3494.0,polite,
3514.0,polite,
3519.0,polite,
3529.0,polite,
3549.0,polite,
3557.0,polite,
3604.0,polite,
3609.0,polite,
3621.0,polite,
3627.0,polite,
3633.0,polite,
3636.0,polite,
3638.0,polite,
3643.0,polite,
3645.0,polite,
3649.0,polite,
3694.0,polite,
3704.0,polite,
3711.0,rude,prdelacku
3723.0,polite,
3726.0,polite,
3741.0,polite,
3743.0,polite,
3754.0,polite,
3757.0,polite,
3787.0,polite,
3789.0,polite,
3795.0,polite,
3803.0,veryrude,"smrděl, smrděla"
3806.0,polite,
3809.0,polite,
3812.0,polite,
3814.0,polite,
3858.0,polite,
3861.0,polite,
3865.0,polite,
3881.0,polite,
3887.0,polite,
3902.0,polite,
3909.0,polite,
3914.0,polite,
3915.0,polite,
3933.0,polite,
4033.0,polite,
4040.0,polite,
4063.0,polite,
4069.0,polite,
4078.0,polite,
4095.0,polite,
4105.0,polite,
4114.0,rude,blbec
4119.0,polite,
4149.0,polite,
4156.0,polite,
4190.0,polite,
4192.0,polite,
4200.0,polite,
4207.0,polite,
4222.0,polite,
4242.0,polite,
4248.0,polite,
4251.0,polite,
4263.0,polite,
4285.0,polite,
4291.0,polite,
4292.0,polite,
4296.0,polite,
4306.0,polite,
4309.0,polite,
4317.0,polite,
4328.0,polite,
4340.0,polite,
4341.0,polite,
4369.0,polite,
4372.0,polite,
4373.0,polite,
4387.0,polite,
4409.0,polite,
4417.0,polite,
4434.0,polite,
4441.0,polite,
4457.0,polite,
4463.0,polite,
4474.0,polite,
4485.0,polite,
