('vychutnat'# 1),jídlo,('jednu'# 1)
('příjemná'# 33),obsluha,('byla'# 219)
('velmi'# 30),obsluha,('příjemná#'# 48)
('jídlo'# 29),obsluha,('velmi'# 42)
('prostředí'# 23),obsluha,('příjemná'# 38)
('byla'# 22),obsluha,('milá#'# 29)
('bylo'# 22),obsluha,('velice'# 18)
('opravdu'# 19),obsluha,('rychlá'# 18)
('dobré#'# 15),obsluha,('milá'# 17)
('příjemné#'# 14),obsluha,('naprosto'# 12)
('naprosto'# 13),obsluha,('pozorná#'# 11)
('bohužel'# 12),obsluha,('opravdu'# 10)
('jídlo#'# 12),obsluha,('celkem'# 9)
('milá'# 11),obsluha,('rychlá#'# 8)
('nás'# 11),obsluha,('dobrá#'# 6)
('restaurace'# 11),obsluha,('trošku'# 6)
('navíc'# 10),obsluha,('donesla'# 6)
('prostředí#'# 10),obsluha,('odpovídá'# 5)
('velice'# 9),obsluha,('nebyla'# 5)
('dost'# 9),obsluha,('působí'# 5)
('ovšem'# 8),obsluha,('která'# 5)
('výborné#'# 8),obsluha,('pozorná'# 5)
('skvělá'# 8),obsluha,('perfektní#'# 5)
('příjemná#'# 8),obsluha,('normální#'# 5)
('atmosféra'# 8),obsluha,('prijemna'# 5)
('vynikající'# 7),obsluha,('trochu'# 5)
('docela'# 7),obsluha,('ochotná'# 5)
('profesionální'# 7),obsluha,('profesionální'# 4)
('pití'# 7),obsluha,('ochotná#'# 4)
('dobře'# 7),obsluha,('pomalá'# 4)
('ochotná'# 7),obsluha,('přinesla'# 4)
('jidlo'# 7),obsluha,('profesionální#'# 4)
('příjemné'# 6),obsluha,('vždy'# 4)
('dobré'# 6),obsluha,('skvělá#'# 4)
('mi'# 6),obsluha,('vcelku'# 4)
('výborné'# 6),obsluha,('prijemna#'# 4)
('trochu'# 6),obsluha,('skvela#'# 4)
('nikdy'# 5),obsluha,('snaživá#'# 4)
('usměvavá'# 5),obsluha,('docela'# 3)
('rychlá'# 5),obsluha,('vůbec'# 3)
('pánská'# 5),obsluha,('zeptala#'# 3)
('káva'# 5),obsluha,('slušná#'# 3)
('chutné#'# 5),obsluha,('téměř'# 3)
('průměr#'# 5),obsluha,('přišla'# 3)
('přišla'# 5),obsluha,('pohotově'# 3)
('jinak'# 5),obsluha,('pořád'# 3)
('vynikající#'# 5),obsluha,('ochotně'# 3)
('úplně'# 4),obsluha,('průměrná#'# 3)
('pěkné#'# 4),obsluha,('lehce'# 3)
('hodně'# 4),obsluha,('skvělá'# 3)
('nekuřácká.'# 4),obsluha,('bohužel'# 3)
('vůbec'# 4),obsluha,('fajn#'# 3)
('jsem'# 4),obsluha,('působila'# 3)
('příjemně'# 4),obsluha,('všimla'# 2)
('celkem'# 4),obsluha,('stíhá'# 2)
('je'# 4),obsluha,('nevtíravá'# 2)
('dobrá#'# 4),obsluha,('stíhala'# 2)
('víno'# 4),obsluha,('jsou'# 2)
('super'# 4),obsluha,('vynikající#'# 2)
('pokud'# 4),obsluha,('tvrdila#'# 2)
('kvalitní'# 4),obsluha,('otresna#'# 2)
('pivo'# 4),obsluha,('neví'# 2)
('restaurace#'# 4),obsluha,('nestíhala'# 2)
('interiér#'# 4),obsluha,('nechá'# 2)
('chutnalo'# 4),obsluha,('nápomocná'# 2)
('výborná#'# 3),obsluha,('mile'# 2)
('super#'# 3),obsluha,('neochotná'# 2)
('ještě'# 3),obsluha,('chovala'# 2)
('toho#'# 3),obsluha,('spletla'# 2)
('dobré.'# 3),obsluha,('kmitala#'# 2)
('zrovna'# 3),obsluha,('ještě'# 2)
('tady'# 3),obsluha,('většinou'# 2)
('jidlo#'# 3),obsluha,('dobrá'# 2)
('víno#'# 3),obsluha,('reagovala'# 2)
('jsou'# 3),obsluha,('svižná#'# 2)
('nijak'# 3),obsluha,('nahoře'# 2)
('nicméně'# 3),obsluha,('nevtíravá#'# 2)
('které'# 3),obsluha,('výborná#'# 2)
('vždy'# 3),obsluha,('doporučila'# 2)
('brně.'# 3),obsluha,('pomalá#'# 2)
('atmosféru'# 3),obsluha,('pomala#'# 2)
('chvíli'# 3),obsluha,('porad'# 2)
('nabídka'# 3),obsluha,('neprijemna'# 2)
('starobrno'# 3),obsluha,('mila#'# 2)
('spíše'# 3),obsluha,('evidentně'# 2)
('restaurace.'# 3),obsluha,('chodila'# 2)
('mile'# 3),obsluha,('poměrně'# 2)
('přijemná'# 3),obsluha,('ničím'# 2)
('žádné'# 3),obsluha,('bude'# 2)
('nebyla'# 3),obsluha,('zdvořilá#'# 2)
('příchodu'# 3),obsluha,('odnesla'# 2)
('akorát'# 3),obsluha,('pohotová#'# 2)
('jsme'# 3),obsluha,('neochotná#'# 2)
('moc.'# 3),obsluha,('usměvavá'# 2)
('brně'# 3),obsluha,('není'# 2)
('žádná'# 3),obsluha,('taktéž'# 2)
('slušné'# 3),obsluha,('mohla'# 2)
('vynikající.'# 3),obsluha,('nepříjemná'# 2)
('pouze'# 3),obsluha,('zvládala'# 2)
('kuchyně'# 3),obsluha,('fajn'# 2)
('posezení#'# 3),obsluha,('zmatená'# 2)
('vážně'# 3),obsluha,('také#'# 2)
('skvělé'# 3),obsluha,('pohotová'# 2)
('poslední'# 3),obsluha,('rychla#'# 2)
('chutné'# 3),obsluha,('restaurace'# 2)
('porce#'# 3),obsluha,('trvala'# 1)
('vždycky'# 3),obsluha,('kmitá#'# 1)
('snad'# 3),obsluha,('ujímá'# 1)
('bohuzel'# 3),obsluha,('téžděkujiitalský'# 1)
('milá#'# 2),obsluha,('došla'# 1)
('normální#'# 2),obsluha,('zapomněla'# 1)
('restaurant'# 2),obsluha,('perfektní.restaurace'# 1)
('ryze'# 2),obsluha,('kompenzuje'# 1)
('mužská'# 2),obsluha,('úžasná#'# 1)
('mě'# 2),obsluha,('(česká'# 1)
('standartní#'# 2),obsluha,('standartní#'# 1)
('prázdný'# 2),obsluha,('příjemné#'# 1)
('ho'# 2),obsluha,('rychlá.po'# 1)
('letní'# 2),obsluha,('hýří'# 1)
('jednočlenná'# 2),obsluha,('příjhemná#'# 1)
('určitě'# 2),obsluha,('pracuje'# 1)
('zvyknout.'# 2),obsluha,('vynechala'# 1)
('nekuřácké'# 2),obsluha,('namarkuje'# 1)
('příjemné.'# 2),obsluha,('vyzvala'# 1)
('svého'# 2),obsluha,('neví#'# 1)
('zahrádce.'# 2),obsluha,('uctivá'# 1)
('plně'# 2),obsluha,('(starsi'# 1)
('dobrý.'# 2),obsluha,('neustále'# 1)
('silné'# 2),obsluha,('uvolněná#'# 1)
('tím#'# 2),obsluha,('selhává'# 1)
